course_code,course_description,University,Country,Faculty,Department
COMP3258,"Functional programming: The course teaches the basics of functional programming using the language Haskell. The main goal is introduce students to fundamental programming concepts such as recursion, abstraction, lambda expressions and higher-order functions and data types. The course will also study the mathematical reasoning involved in the design of functional programs and techniques for proving properties about functions so defined. With the adoption of lambda expressions recent versions of Java, C++ or C#, functional programming and related programming techniques are becoming increasingly more relevant even for programmers of languages that are not traditionally viewed as functional. This course is important to introduce students to such techniques.",HKU,Hong Kong,Engineering,Computer Science
COMP3259,"Principles of programming languages: Syntax and semantics specification; data types; data control and memory management; expressions, precedence and associativity of operators; control structures; comparative study of existing programming languages; advanced topics such as polymorphism, programming paradigms, exception handling and concurrency.",HKU,Hong Kong,Engineering,Computer Science
COMP3270,Artificial intelligence: This is an introduction course on the subject of artificial intelligence. Topics include: intelligent agents; search techniques for problem solving; knowledge representation; logical inference; reasoning under uncertainty; statistical models and machine learning.,HKU,Hong Kong,Engineering,Computer Science
COMP3271,"Computer graphics: Overview of graphics hardware, basic drawing algorithms, 2-D transformations, windowing and clipping, interactive input devices, curves and surfaces, 3-D transformations and viewing, hidden-surface and hidden-line removal, shading and colour models, modelling, illumination models, image synthesis, computer animation.",HKU,Hong Kong,Engineering,Computer Science
COMP3278,"Introduction to database management systems: This course studies the principles, design, administration, and implementation of database management systems. Topics include: entity-relationship model, relational model, relational algebra, database design and normalization, database query languages, indexing schemes, integrity and concurrency control.",HKU,Hong Kong,Engineering,Computer Science
COMP3297,"Software engineering: This course introduces the fundamental principles and methodologies of modern software engineering. It covers the software process and activities, including requirements engineering, system modelling, software design, testing, and evolution. It highlights the use of contemporary tools, frameworks and techniques. It features an object-oriented software design project in which students work in teams to satisfy their clients' needs.",HKU,Hong Kong,Engineering,Computer Science
COMP3311,Legal aspects of computing: To introduce students to the laws affecting computing and the legal issues arising from the technology. Contents include: the legal system of Hong Kong; copyright protection for computer programs; intellectual property issues on the Internet; data privacy; computer-related crimes; codes of professional conduct for computer professionals.,HKU,Hong Kong,Engineering,Computer Science
COMP3314,"Machine learning: This course introduces algorithms, tools, practices, and applications of machine learning. Topics include core methods such as supervised learning (classification and regression), unsupervised learning (clustering, principal component analysis), Bayesian estimation, neural networks; common practices in data pre-processing, hyper-parameter tuning, and model evaluation; tools/libraries/APIs such as scikit-learn, Theano/Keras, and multi/many-core CPU/GPU programming.",HKU,Hong Kong,Engineering,Computer Science
COMP3316,"Quantum information and computation: This course offers an introduction to the interdisciplinary field of quantum information and computation. We will start from the basic rules of quantum theory and become familiar with the counterintuitive notions of quantum superposition and entanglement. In particular, we will see how quantum systems could be used to detect an object without directly interacting with it (Elitzur-Vaidman bomb tester), to increase the amount of bits that can be sent through a transmission line (dense coding), and to increase the chance to win certain games (CHSH game and GHZ game). Once the basics have been covered, we will provide an overview of quantum computation and of major quantum algorithms such as Grover's search algorithm and Shor's factoring algorithm for prime factorization. Finally, we will introduce the upgraded framework of quantum theory, and use it to explore applications to quantum error correction, quantum state discrimination, quantum cryptography, and quantum teleportation.",HKU,Hong Kong,Engineering,Computer Science
COMP3317,"Computer vision: This course introduces the principles, mathematical models and applications of computer vision. Topics include: image processing techniques, feature extraction techniques, imaging models and camera calibration techniques, stereo vision, and motion analysis.",HKU,Hong Kong,Engineering,Computer Science
COMP3320,"Electronic commerce technology: This course aims to help students to understand the technical and managerial challenges they will face as electronic commerce becomes a new locus of economics activities. Topics include Internet and WWW technology, information security technologies, public-key crypto-systems, public-key infrastructure, electronic payment systems, and electronic commerce activities in different sectors.",HKU,Hong Kong,Engineering,Computer Science
COMP3322,"Modern technologies on World Wide Web: Selected network protocols relevant to the World Wide Web (e.g., HTTP, DNS, IP); World Wide Web; technologies for programming the Web (e.g, HTML, style sheets, PHP, JavaScript, Node.js.; other topics of current interest (AJAX, HTML5, web services, cloud computing).",HKU,Hong Kong,Engineering,Computer Science
COMP3323,"Advanced database systems: The course will study some advanced topics and techniques in database systems, with a focus on the system and algorithmic aspects. It will also survey the recent development and progress in selected areas. Topics include: query optimization, spatial-spatiotemporal data management, multimedia and time-series data management, information retrieval and XML, data mining.",HKU,Hong Kong,Engineering,Computer Science
COMP3329,"Computer game design and programming: This course introduces the concepts and techniques for computer game design and development. Topics include: game history and genres, game design process, game engine, audio and visual design, 2D and 3D graphics, physics, optimization, camera, network, artificial intelligence and user interface design. Students participate in group projects to gain hands-on experience in using common game engine in the market.",HKU,Hong Kong,Engineering,Computer Science
COMP3330,"Interactive mobile application design and programming: This course aims at introducing the design and development issues of mobile apps. Students will learn the basic principles, constraints and lifecycle of mobile apps. Then they will learn how to use modern object-oriented languages for the development and different design patterns. Next they will learn various development issues such as graphics, touch events, handling of concurrency, sensors, location services and server connection. Students will also participate in both individual assignments and group project to practice ideation, reading, writing, coding and presentation throughout this course.",HKU,Hong Kong,Engineering,Computer Science
COMP3340,"Applied deep learning: An introduction to algorithms and applications of deep learning. The course helps students get hands-on experience of building deep learning models to solve practical tasks including image recognition, image generation, reinforcement learning, and language translation. Topics include: machine learning theory; optimization in deep learning; convolutional neural networks; recurrent neural networks; generative adversarial networks; reinforcement learning; self-driving vehicle.",HKU,Hong Kong,Engineering,Computer Science
COMP3351,"Advanced algorithm analysis: This class introduces advanced mathematical techniques for analyzing the complexity and correctness of algorithms. NP-complete problems are believed to be not solvable in polynomial time and we study how approximation algorithms could give near optimal solutions. In particular, we will see that probability theory gives us a very powerful tool to tackle problems that are otherwise hard to solve.",HKU,Hong Kong,Engineering,Computer Science
COMP3352,"Algorithmic game theory: Strategic behaviors of users are of increasingly importance in today’s computational problems, from data analysis (where a user may manipulate his data) to routing (where a user may strategically choose a path instead of the one that the algorithm specifies). This is an undergraduate advanced algorithm course that covers various topics at the interface of theoretical computer science and economics, seeking to provide the basic concepts and techniques, both economic and algorithmic ones, that would allow to students to design algorithms that achieve the desirable outcomes in the presence of strategic behaviors of users. This course focuses on three topics: 1) mechanism design, a study on incentivizing users to truthfully report their data for a given computational task; 2) price of anarchy in games, a systematic approach to quantify the inefficiency caused by users’ strategic behaviors; and 3) algorithms and complexity theory for learning and computing Nash and market equilibria. The course will also cover some selected advanced topics such as the use of data of past user behaviors in auction design, and case studies of some important applications including online advertisement auctions and kidney exchange market.",HKU,Hong Kong,Engineering,Computer Science
COMP3353,"Bioinformatics: The goal of the course is for students to be grounded in basic bioinformatics concepts, algorithms, tools, and databases. Students will be leaving the course with hands-on bioinformatics analysis experience and empowered to conduct independent bioinformatics analyses. We will study: 1) algorithms, especially those for sequence alignment and assembly, which comprise the foundation of the rapid development of bioinformatics and DNA sequencing; 2) the leading bioinformatics tools for comparing and analyzing genomes starting from raw sequencing data; 3) the functions and organization of a few essential bioinformatics databases and learn how they support various types of bioinformatics analysis.",HKU,Hong Kong,Engineering,Computer Science
COMP3354,"Statistical learning: The challenges in learning from big and complicated data have led to significant advancements in the statistical sciences. This course introduces supervised and unsupervised learning, with emphases on the theoretical underpinnings and on applications in the statistical programming environment R. Topics include linear methods for regression and classification, model selection, model averaging, basic expansions and regularization, kernel smoothing methods, additive models and tree-based methods. We will also provide an overview of neural networks and random forests.",HKU,Hong Kong,Engineering,Computer Science
COMP3355,"Cyber security: This course introduces the principles, mechanisms and implementation of cyber security and data protection. Knowledge about the attack and defense are included. Topics include notion and terms of cyber security; network and Internet security, introduction to encryption: classic and modern encryption technologies; authentication methods; access control methods; cyber attacks and defenses (e.g. malware, DDoS).",HKU,Hong Kong,Engineering,Computer Science
COMP3356,"Robotics: This course provides an introduction to mathematics and algorithms underneath state-of-the-art robotic systems. The majority of these techniques are heavily based on probabilistic reasoning and optimization – two areas with wide applicability in modern AI. We will also cover some basic knowledge about robotics, namely geometry, kinematics, dynamics, control of a robot, as well as the mathematical tools required to describe the spatial motion of a robot will be presented. In addition, we will cover perception, planning, and learning for a robotic system, with the obstacle avoidance and robotic arm manipulation as typical examples.",HKU,Hong Kong,Engineering,Computer Science
COMP3357,"Cryptography: This course offers a gentle introduction to the field of cryptography. We will start from the basic principles of confidentiality, integrity and authentication. After that, we will go through some fundamental cryptographic primitives like hash function, symmetric key encryption, public key encryption and digital signatures. Finally, we will introduce the basics of quantum cryptography including quantum key distribution and random number generation.",HKU,Hong Kong,Engineering,Computer Science
COMP3358,"Distributed and parallel computing: This course introduces the basic concepts and modern software architectures on distributed and parallel computing. Topics include: computer network primitives, distributed transactions and two-phase commits, webservices, parallelism and scalability models, distributed consistency models, distributed fault-tolerance, actor and monads, Facebook photo cache, Amazon key-value stores, Google Map-reduce, Spark, and TensorFlow.",HKU,Hong Kong,Engineering,Computer Science
COMP3360,"Data-driven computer animation: Basics of character animation, keyframe animation, motion capture, inverse kinematics, physically based character animation, Basics of physically-based animation, rigid body dynamics, point-based dynamics, hair animation, cloth simulation, facial animation, crowd simulation, mesh-shape editing, performance capture, skinning, data-driven character control, data-driven cloth animation, data-driven facial animation, data-driven skinning.",HKU,Hong Kong,Engineering,Computer Science
COMP3361,"Natural language processing: Natural language processing (NLP) is the study of human language from a computational perspective. The course will be focusing on machine learning and corpus-based methods and algorithms. We will cover syntactic, semantic and discourse processing models. We will describe the use of these methods and models in applications including syntactic parsing, information extraction, statistical machine translation, dialogue systems, and summarization. This course starts with language models (LMs), which are both front and center in natural language processing (NLP), and then introduces key machine learning (ML) ideas that students should grasp (e.g. feature-based models, log-linear models and then the neural models). We will land on modern generic meaning representation methods (e.g. BERT/GPT-3) and the idea of pretraining / finetuning.",HKU,Hong Kong,Engineering,Computer Science
COMP3362,"Hands-on AI: experimentation and applications: This course comprises two main components: students first acquire the basic know-how of the state-of-the-art AI technologies, platforms and tools (e.g., TensorFlow, PyTorch, scikit-learn) via example-based modules in a self-paced learning mode. Students will then identify a creative or practical data-driven application and implement an AI-powered solution for the application as the course project. Students will be able to experience a complete AI experimentation and evaluation cycle throughout the project.",HKU,Hong Kong,Engineering,Computer Science
COMP3364,"Digital forensics: This course first provides an overview on common cyber crime with examples, then introduces digital evidence, and the fundamental principles of digital investigation and forensics. Topics include basic forensic science principles (e.g. Locard's exchange principle), the process of collecting and preserving digital evidence, analyzing digital evidence, and prepare forensic examination reports. In the course, students will learn proper process, techniques and tools for digital investigation and forensic examination.",HKU,Hong Kong,Engineering,Computer Science
COMP3365,"Cyber attack and defense: This course teaches students some basic hands-on cyber defense skills such as how to configure a firewall, install intrusion detection tools, use existing tools (e.g. Metasploit) for penetration test, monitor a system for possible attacks, and how to handle cyber incidents. On the other hand, we also teach students how to conduct certain ethical hacking such as password cracking, network hacking, and operating system hacking, so as to better protect a system. Students are expected to do a lot of practical exercises.",HKU,Hong Kong,Engineering,Computer Science
COMP3366,"Quantum algorithms and computer architecture: Quantum computing can perform hard computational tasks that are far beyond the reach of conventional computers. This course will focus on quantum computing and its realization, offering a tour through the most important concepts and the most recent progresses. The course consists of four major parts: basics of quantum computing, quantum algorithms, quantum machine learning, and quantum error correction. The course starts with an introduction to the essential ingredients of quantum circuits. We will get familiar with quantum computing by going through representative quantum algorithms and visiting more advanced topics in quantum machine learning. We will then discuss how to build a quantum computer: various ways of implementing quantum computations and coping with noises will be discussed. Finally, we will conclude the course with an overview of recent progresses and with a perspective on the future of quantum computing. Tutorials will also be offered on quantum programming, where we will design our own quantum algorithms that address practical problems.",HKU,Hong Kong,Engineering,Computer Science
COMP3405,"Engineering quality software: This course examines current engineering techniques, practices and processes underlying the development, evolution, and operation of quality software. Topics include: software quality models and metrics; architecture and design patterns for quality; code quality and its assessment; software refactoring and evolution; functional testing at unit, feature and system levels; acceptance testing; performance testing; security testing; test automation; DevOps measurement and quality; and process quality and improvement.",HKU,Hong Kong,Engineering,Computer Science
COMP3407,"Scientific computing: This course provides an overview and covers the fundamentals of scientific and numerical computing. It focuses on topics in numerical analysis and computation, with discussions on applications of scientific computing.",HKU,Hong Kong,Engineering,Computer Science
COMP3516,"Data analytics for IoT: This course introduces basic concepts, technologies, and applications of the Internet of Things (IoT). The course covers a range of enabling techniques in sensing, computing, communication, and learning for IoT and connects them to exciting applications in smart homes, healthcare, security, etc. The course will center around intelligent perception via innovative sensing technologies, with various topics from the fundamentals (e.g., signal processing, statistical analysis, machine learning) to real-world systems. Billions of things are connected today, and this course helps students understand how IoT will evolve into AIoT (Artificial Intelligence of Things) with sensing and data intelligence.",HKU,Hong Kong,Engineering,Computer Science
IMSE3137,"Virtual reality for systems engineering: Fundamental of virtual reality, concepts of virtual, augmented and mixed reality, visualization and interacting with complex information and systems with virtual reality, applications of virtual reality technology in engineering systems design and analysis, immersive and interactive virtual environments; innovation and consciousness with virtual reality system development and deployment, ethical issues and social impacts of adopting virtual reality in system development. Designing and building virtual systems with immersive virtual reality systems including CAVE-like environment and VR headsets.",HKU,Hong Kong,Engineering,Computer Science
IMSE3139,"Cyber-physical systems: Cyber systems: integration of computation, communication and control; Physical systems: natural and man-made systems governed by the laws of physics; Concept and characteristics of cyber-physical systems (CPSs): integration of cyber systems and physical systems; Architecture of CPSs: integration of cyber components with physical processes, interfaces, converters and networks in CPSs; Technologies of CPSs: distributed computing and networking, internet-of-things (IoT), sensing and smart identification, embedded technologies, data collection, control and signal processing, and location tracking; Applications of CPSs: smart manufacturing, smart supply chains, healthcare and medical services; smart buildings and smart cities; Trends of CPSs: challenges, research and development of software, hardware and applications. The course includes lectures and projects.",HKU,Hong Kong,Engineering,Computer Science
COMP3410,"Internship [for intakes of 2018 and thereafter]: The course consists of two components: internship and professionalism. Internship requires students to spend a minimum of four weeks employed, full-time, as IT interns or trainees. During this period, they are engaged in work of direct relevance to their programme of study. The Internship provides students with practical, real-world experience and represents a valuable complement to their academic training. Professionalism exposes students to social and professional issues in computing. Students need to understand their professional roles when working as computer professionals as well as the responsibility that they will bear. They also need to develop the ability to ask serious questions about the social impact of computing and to evaluate proposed answers to those questions. Topics include: intellectual property, privacy, social context of computing, risks, safety and security concerns for computer professionals, professional and ethical responsibilities, and continuing professional development.",HKU,Hong Kong,Engineering,Computer Science
COMP3413,Research internship: The student will participate in a research project under the guidance and supervision of a teacher over a prescribed period of time; the results will be presented in an oral and a written report.,HKU,Hong Kong,Engineering,Computer Science
COMP3414,"Experiential learning on artificial intelligence and robotics: This is a multidisciplinary experiential learning course designed for engineering students to learn about artificial intelligence (AI) and robotics. Students will learn AI and robot related technical disciplines (such as machine vision, embedded system design, mechanical control, inertial navigation, human-computer interaction, etc.) through designing and building intelligent robots, and forming teams to participate in robotics competitions such as RoboMaster Robotics Competition and AI Driving Olympics (AI-DO), etc.",HKU,Hong Kong,Engineering,Computer Science
COMP4801,"Final year project: Student individuals or groups, during the final year of their studies, undertake full end-to-end development of a substantial project, taking it from initial concept through to final delivery. Topics range from applied software development to assignments on basic research. In case of a team project, significant contribution is required from each member and students are assessed individually, such that each student is given a separate project title. Strict standards of quality will be enforced throughout the project development.",HKU,Hong Kong,Engineering,Computer Science
COMP4804,"Computing and data analytics project [for candidates pursuing the degree BEng(EngSc) – Computing and Data Analytics]: Students during the final year of their studies undertake a substantial project, taking it from initial concept through to final delivery, and integrating their knowledge and skills on computing and data analytics.",HKU,Hong Kong,Engineering,Computer Science
COMP4805,"Project [for non-BEng(CompSc) candidates pursuing Computer Science as second major]: Students during the final year of their studies undertake a substantial project, taking it from initial concept through to final delivery, and integrating their knowledge and skills on computing.",HKU,Hong Kong,Engineering,Computer Science
